track,artist,popularity,artist_popularity,artist_followers,duration_min,is_explicit,release_year,genre,album_tracks,hit_flag
From The Start,Laufey,86,82,8495493,2.82,0,2023,Other,14,1
get him back!,Olivia Rodrigo,75,85,49067177,3.51,1,2023,pop rock,12,1
pretty isn’t pretty,Olivia Rodrigo,77,85,49083617,3.32,1,2023,pop rock,12,1
teenage dream,Olivia Rodrigo,71,84,49050008,3.7,0,2023,pop rock,12,1
the grudge,Olivia Rodrigo,75,84,49050008,3.15,1,2023,pop rock,12,1
vampire,Olivia Rodrigo,84,84,49050008,3.66,1,2023,pop rock,12,1
lacy,Olivia Rodrigo,81,84,49050008,2.95,0,2023,pop rock,12,1
Last Time I Saw You,Nicki Minaj,52,84,34295707,3.6,0,2023,Other,1,0
Easy On My Heart,Gabry Ponte,55,72,715424,2.97,0,2023,slap house,1,0
Everybody Supports Women,SOFIA ISELLA,61,55,557085,4.68,0,2023,Other,1,0
girls like me don't cry,CADDY,36,38,963,3.07,0,2023,Other,1,0
Strangers,Kenya Grace,75,61,578827,2.88,0,2023,Other,1,1
Zoro vs Mihawk,Sonya Belousova,36,49,35497,3.03,0,2023,soundtrack,79,0
Single Soon,Selena Gomez,65,81,53267200,2.86,0,2023,Other,1,0
A Lot More Free,Max McNown,70,72,694143,3.31,0,2023,Other,6,1
About You Now (How I Feel),Niklas Dee,57,64,84852,2.7,0,2023,hypertechno,1,0
On My Mama,Victoria Monét,63,61,1263572,3.07,1,2023,alternative r&b,11,0
Code Red,Darci,58,60,284828,1.96,1,2023,dark r&b,14,0
Daydreamin',Ariana Grande,46,90,107389514,3.52,0,2023,pop,19,0
Dying Star (feat. Ethel Cain),Ashnikko,52,71,2614697,4.26,0,2023,Other,13,0
The Way (feat. Mac Miller),Ariana Grande,52,90,107374593,3.78,0,2023,pop,19,0
Used To Be Young,Miley Cyrus,56,81,26561582,3.18,0,2023,country pop,1,0
Honeymoon Avenue,Ariana Grande,48,90,107401919,5.66,0,2023,pop,19,0
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,85,84,7325625,3.78,0,2023,country,16,1
You Were a Dream,Artemas,60,74,1378935,2.46,0,2023,Other,1,0
Dark World Theme (The Legend of Zelda),Zelda,2,8,3263,1.88,0,2023,Other,7,0
Flowers,Miley Cyrus,84,81,26564677,3.34,0,2023,country pop,14,1
Flowers (Demo),Miley Cyrus,51,81,26561582,3.51,0,2023,country pop,14,0
Handstand,Miley Cyrus,46,81,26558356,3.42,1,2023,country pop,14,0
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,84,82,17333176,3.17,1,2023,rap,1,1
Island,Miley Cyrus,54,81,26561582,3.99,0,2023,country pop,14,0
Jaded,Miley Cyrus,65,81,26558356,3.09,1,2023,country pop,14,0
Baby Don’t Hurt Me,Fransii,22,21,488,2.47,0,2023,nightcore,1,0
River,Miley Cyrus,59,81,26558356,2.71,0,2023,country pop,14,0
Rose Colored Lenses,Miley Cyrus,57,81,26564677,3.72,0,2023,country pop,14,0
Wildcard,Miley Cyrus,50,81,26561582,3.21,0,2023,country pop,14,0
Wonder Woman,Miley Cyrus,48,81,26564677,3.08,0,2023,country pop,14,0
You,Miley Cyrus,52,81,26561582,2.99,0,2023,country pop,14,0
Lil Boo Thang,Paul Russell,75,58,253726,1.9,0,2023,Other,1,1
Muddy Feet (feat. Sia),Miley Cyrus,49,81,26558356,2.28,1,2023,country pop,14,0
Numb,Linkin Park,50,88,31785695,3.12,0,2023,nu metal,63,0
Thousand Miles (feat. Brandi Carlile),Miley Cyrus,57,81,26558356,3.85,0,2023,country pop,14,0
Used To Be Young,Miley Cyrus,68,81,26558356,3.18,0,2023,country pop,14,0
Violet Chemistry,Miley Cyrus,50,81,26561582,4.1,0,2023,country pop,14,0
Irish Goodbye (feat. Vic Fuentes of Pierce The Veil),K.Flay,39,61,644963,3.04,1,2023,Other,3,0
La Víctima,Xavi,70,76,8456647,2.6,1,2023,corridos tumbados,1,1
Raw Raw,K.Flay,22,60,644838,2.96,1,2023,Other,3,0
Shy,K.Flay,22,60,644838,2.8,1,2023,Other,3,0
Prada,cassö,80,64,91131,2.2,1,2023,hypertechno,1,1
QLONA,KAROL G,70,87,60358474,2.87,1,2023,reggaeton,10,1
Eternity,Timmy Trumpet,52,69,1303279,2.25,0,2023,melbourne bounce,1,0
FΛSHION,Britney Manson,1,57,461945,2.44,1,2023,Other,1,0
Back On 74,Jungle,79,69,1744522,3.49,0,2023,Other,14,1
bad idea right?,Olivia Rodrigo,2,85,49083617,3.07,1,2023,pop rock,1,0
Dream Walk - Instrumental Version,Borislav Slavov,47,56,55232,3.94,0,2023,medieval,43,0
Endless Summer (LUM!X Remix),Alan Walker,29,78,41264069,2.62,0,2023,Other,1,0
The Power - Orchestral Version,Borislav Slavov,49,56,55213,4.64,0,2023,medieval,43,0
I Want to Live - Classical Version,Borislav Slavov,50,56,55191,3.99,0,2023,medieval,43,0
Last Light,Borislav Slavov,45,56,55213,4.95,0,2023,medieval,43,0
"Main Theme, Pt. 2",Borislav Slavov,47,56,55191,2.19,0,2023,medieval,43,0
"Main Theme, Pt. 3",Borislav Slavov,43,56,55213,2.86,0,2023,medieval,43,0
Who Are You,Borislav Slavov,48,56,55232,2.44,0,2023,medieval,43,0
Paint The Town Red,Doja Cat,77,86,34735147,3.86,1,2023,Other,1,1
Safe and Sound - Niklas Dee & Luca-Dante Spadafora Remix,Neptunica,50,62,73057,2.52,0,2023,hypertechno,1,0
Heartburn (8D Audio),Tenseoh,0,37,11526,2.6,0,2023,Other,4,0
Heartburn (Slowed + Reverb),Tenseoh,0,37,11530,3.21,0,2023,Other,4,0
Pink (Bad Day) [From Barbie The Album],Lizzo,38,68,5738825,1.06,0,2023,Other,2,0
Overdrive,Post Malone,55,85,47716988,2.46,0,2023,pop,17,0
Something Real,Post Malone,59,85,47716988,3.42,1,2023,pop,17,0
Speedometer,Post Malone,51,86,47720209,2.7,0,2023,pop,17,0
Buyer Beware,Post Malone,51,86,47720209,2.89,1,2023,pop,17,0
Casablanca,Besomorph,0,58,146914,2.54,0,2023,slap house,1,0
Chemical,Post Malone,58,85,47716988,3.05,1,2023,pop,17,0
CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),Travis Scott,65,89,41107596,4.31,1,2023,rap,19,0
Desire (with Sam Smith),Calvin Harris,69,84,23079295,2.98,0,2023,edm,1,0
FE!N (feat. Playboi Carti),Travis Scott,83,89,41131037,3.19,1,2023,rap,19,1
Goth (Slowed + Reverb),Sidewalks and Skeletons,69,62,457277,4.21,0,2023,witch house,1,0
Hold My Breath,Post Malone,49,86,47722935,3.48,0,2023,pop,17,0
I KNOW ?,Travis Scott,79,89,41107596,3.52,1,2023,rap,19,1
Laugh It Off,Post Malone,56,85,47716988,4.1,1,2023,pop,17,0
TELEKINESIS (feat. SZA & Future),Travis Scott,76,89,41119579,5.89,1,2023,rap,19,1
Texas Tea,Post Malone,61,86,47722935,2.32,1,2023,pop,17,0
Water,Tyla,82,77,3505794,3.33,0,2023,afrobeats,1,1
MELTDOWN (feat. Drake),Travis Scott,73,89,41107596,4.1,1,2023,rap,19,1
Mourning,Post Malone,56,86,47722935,2.46,1,2023,pop,17,0
Novacandy,Post Malone,54,85,47716988,3.28,1,2023,pop,17,0
GMFU (w/ 6arelyhuman),Odetari,73,74,4573539,2.12,1,2023,hyperpop,1,1
Another Love x Summertime Sadness - Sped Up,Prasewon,54,38,10229,2.11,0,2023,Other,1,0
Suffocation - Sped Up,noturgf,46,58,116368,1.28,0,2023,Other,1,0
Trinity,Ludwig Göransson,47,64,424983,7.88,0,2023,soundtrack,24,0
WATATI (feat. Aldo Ranks),KAROL G,44,87,60358474,2.78,0,2023,reggaeton,17,0
Happy For You,RIELL,38,52,78451,2.84,0,2023,Other,5,0
Hey Blondie,Dominic Fike,46,74,2222327,2.36,0,2023,Other,17,0
Home,HAIM,41,65,1436299,3.76,0,2023,Other,17,0
Journey To The Real World,Tame Impala,44,84,9509731,1.46,0,2023,neo-psychedelic,17,0
K-POP,Travis Scott,68,89,41107596,3.08,1,2023,rap,1,0
Pink,Lizzo,54,68,5739313,2.39,0,2023,Other,17,0
Quantum Mechanics,Ludwig Göransson,58,64,425177,3.0,0,2023,soundtrack,24,0
Silver Platter,Khalid,42,82,16946293,2.76,0,2023,Other,17,0
Sleepless (feat. GoldFord),Restricted,48,60,157326,2.29,1,2023,hard techno,1,0
Speed Drive,Charli xcx,61,82,6315216,1.96,0,2023,hyperpop,17,0
A Lowly Shoe Salesman,Ludwig Göransson,55,64,424983,3.56,0,2023,soundtrack,24,0
Angel,PinkPantheress,48,78,4761364,2.06,0,2023,bedroom pop,17,0
Barbie Dreams (feat. Kaliii),FIFTY FIFTY,45,63,1990839,2.49,0,2023,k-pop,17,0
Barbie World (with Aqua),Nicki Minaj,50,84,34293318,1.82,0,2023,Other,17,0
BIRTH OF VENUS,Banshee,55,49,281826,3.2,1,2023,trap metal,7,0
butterflies,GAYLE,39,58,668804,2.27,0,2023,Other,17,0
Can You Hear The Music,Ludwig Göransson,71,64,425177,1.83,0,2023,soundtrack,24,1
Choose Your Fighter,Ava Max,61,77,7753423,2.29,0,2023,Other,17,0
Destroyer Of Worlds,Ludwig Göransson,60,64,425177,2.91,0,2023,soundtrack,24,0
Forever & Again,The Kid LAROI,45,79,6595164,2.32,0,2023,Other,17,0
Man I Am,Sam Smith,45,81,26278854,3.12,0,2023,soft pop,17,0
Meeting Kitty,Ludwig Göransson,53,64,425177,5.79,0,2023,soundtrack,24,0
Monsoon (feat. Tokio Hotel),VIZE,51,60,220555,2.72,0,2023,slap house,1,0
Mr. Brightside,The Killers,0,76,8008992,3.73,0,2023,alternative rock,85,0
Push (From Barbie The Album),Ryan Gosling,45,55,263005,3.39,0,2023,Other,1,0
Bubblegum,Cigarettes After Sex,1,83,17365648,4.65,0,2023,dream pop,2,0
Seven (feat. Latto),Jung Kook,77,79,18615260,3.07,1,2023,k-pop,3,1
Rush,Troye Sivan,26,72,9463490,2.6,1,2023,Other,1,0
Wanna Do It,K!llx,48,45,1894,2.32,0,2023,Other,1,0
"What Was I Made For? [From The Motion Picture Barbie""]""",Billie Eilish,84,90,118692183,3.7,0,2023,alternative pop,1,1
Springsteen,Eric Church,46,71,4141160,4.38,0,2023,country,31,0
Super Shy,NewJeans,78,77,11611877,2.57,0,2023,k-pop,2,1
Columbia,Quevedo,23,82,6416353,3.1,0,2023,Other,1,0
eyes don't lie,Isabel LaRosa,76,71,2570848,2.51,1,2023,Other,2,1
FUCK UP MY MAKE UP,Sorana,19,52,55780,2.1,1,2023,Other,1,0
Mona Lisa,Dominic Fike,66,74,2222327,3.1,0,2023,Other,15,0
Dollhouse (with Lily Rose Depp),The Weeknd,64,93,112957721,3.99,0,2023,r&b pop,3,0
Daylight,Meric Again,37,43,5251,2.13,0,2023,slap house,1,0
Redlight (feat. Teezo Touchdown),BETWEEN FRIENDS,0,61,325311,2.89,1,2023,Other,4,0
Worship,Ari Abdul,64,66,755880,3.12,0,2023,dark r&b,1,0
Car Keys (Ayla),Alok,66,76,11246962,2.45,0,2023,brazilian bass,1,0
The Legend of Ashitaka - from 'Princess Mononoke',Joe Hisaishi,44,68,1486975,1.96,0,2023,japanese classical,29,0
vampire,Olivia Rodrigo,5,84,49050008,3.66,1,2023,pop rock,1,0
Speed Drive (From Barbie The Album),Charli xcx,67,82,6322030,1.96,0,2023,hyperpop,1,0
"T-Rex (from the Netflix Film Nimona"")""",K.Flay,47,60,644923,2.48,0,2023,Other,1,0
Faded,Fransii,21,21,488,2.37,0,2023,nightcore,1,0
Foreign Escape,Nic Dean,41,41,30249,2.77,1,2023,dark r&b,1,0
Ard Skellig Village (From 'Witcher 3'),Dreyma,37,37,5996,2.42,0,2023,Other,4,0
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,68,84,34297934,1.82,1,2023,Other,1,0
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,91,93,112918137,4.07,0,2023,r&b pop,3,1
Lucid Dream,Topic,58,72,318020,3.22,0,2023,Other,1,0
Two people,Gracie Abrams,57,82,7430490,4.21,0,2023,Other,16,0
I know it won't work,Gracie Abrams,75,82,7403257,4.09,0,2023,Other,16,1
Attention,Doja Cat,59,86,34742256,4.61,1,2023,Other,1,0
fukumean,Gunna,78,85,10342615,2.08,1,2023,melodic rap,15,1
(It Goes Like) Nanana - Edit,Peggy Gou,75,62,1067325,3.85,0,2023,Other,1,1
Family (with Suzanna Son),The Weeknd,39,94,112995439,3.06,0,2023,r&b pop,3,0
Pour Your Heart Out (feat. 070 Shake),RL Grime,46,59,441801,3.72,0,2023,edm trap,1,0
Lost at Sea,Rob Grant,49,39,49536,3.13,0,2023,Other,14,0
Love Will F You Up,Laci Kay Somers,29,28,7683,3.58,1,2023,Other,1,0
Call Your Mom,Noah Kahan,75,82,4379868,4.64,0,2023,Other,21,1
High,ILURO,26,42,8656,2.67,0,2023,Other,1,0
Hollywood Bowl,Rob Grant,45,39,49536,4.22,0,2023,Other,14,0
From Persephone,Kiki Rockwell,49,50,136853,2.89,0,2023,Other,9,0
ecstacy (slowed),SUICIDAL-IDOL,75,60,278024,1.98,1,2023,hyperpop,1,1
This Is How We Roll,Florida Georgia Line,40,70,5589145,3.71,0,2023,country,50,0
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,81,93,112957721,3.59,1,2023,r&b pop,1,1
Bruise,BETWEEN FRIENDS,0,61,325144,2.98,1,2023,Other,3,0
Mona Lisa (Spider-Man: Across the Spider-Verse),Dominic Fike,62,75,2223332,3.1,0,2023,Other,1,0
Not Fair,Niklas Dee,70,64,84858,2.71,0,2023,hypertechno,1,1
"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap,68,76,18188680,3.13,1,2023,argentine trap,1,0
Sleep,ConKi,58,61,26106,2.97,0,2023,Other,1,0
Sprinter,Dave,81,80,6598184,3.81,1,2023,grime,1,1
This Feeling,Lil Peep,46,82,15684530,2.39,1,2023,emo rap,6,0
Silence,Umur Anil Gokdag,51,56,18834,1.67,0,2023,Other,1,0
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,72,100,145396321,3.83,1,2023,country,23,1
Here With Me,d4vd,77,79,4684957,4.04,0,2023,Other,9,1
Do What I Do,NO FEELS,25,19,610,2.4,0,2023,deep house,1,0
Flowers,Besomage,0,50,12555,3.33,0,2023,Other,1,0
All My Life (feat. J. Cole),Lil Durk,66,78,9504357,3.73,1,2023,chicago drill,21,0
Dance The Night - From Barbie The Album,Dua Lipa,80,85,46891061,2.94,0,2023,pop,1,1
"See You Again - okay okay, la la la part loop",ImXgine,54,47,25511,1.03,0,2023,Other,1,0
Energy Vampires,Shanin Blake,0,40,138349,3.76,0,2023,Other,1,0
DIFFERENT,Chris Grey,59,72,963679,2.53,0,2023,dark r&b,2,0
Forget Me,Lewis Capaldi,72,79,14043382,3.39,0,2023,soft pop,12,1
Say Yes To Heaven,Lana Del Rey,84,88,51821190,3.48,0,2023,alternative pop,2,1
Granite,Sleep Token,71,78,2822145,3.75,0,2023,progressive metal,12,1
Hero (feat. Sasha Alex Sloan) [VIP Mix],Alan Walker,52,78,41266350,3.17,0,2023,Other,3,0
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,61,84,41176723,4.34,1,2023,Other,1,0
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Kodak Black,60,79,12478974,2.93,0,2023,Other,2,0
A Year Ago,James Arthur,67,79,20854863,2.84,0,2023,soft pop,1,0
Love You Like A Love Song,Ericovich,28,41,11026,2.38,0,2023,nightcore,1,0
From The Start,Laufey,75,82,8489170,2.82,0,2023,Other,1,1
Bubbly,ConKi,49,61,26114,2.05,0,2023,Other,1,0
Nightmares,Teddy,41,35,37108,3.86,1,2023,emo rap,2,0
Under Your Spell,Snow Strippers,77,65,330171,3.64,0,2023,electroclash,16,1
Wir haben den Winter überlebt,JEREMIAS,0,59,246162,3.56,1,2023,german indie,1,0
By The End Of The Night - southstar Remix,Ellie Goulding,48,78,13212719,3.69,0,2023,Other,1,0
Chain$aw (Remix),NXI,41,26,2348,2.25,0,2023,Other,1,0
The Way You Love Me,Faith Hill,36,60,1956457,3.1,0,2023,country,44,0
Headache,Asal,46,59,135959,3.06,0,2023,Other,1,0
Hot In It (feat. Charli XCX),Tiësto,65,80,7978695,2.16,0,2023,edm,12,0
You,Ari Abdul,57,66,754907,2.5,0,2023,dark r&b,1,0
Mermaids,Florence + The Machine,51,77,7220459,4.58,1,2023,baroque pop,18,0
The Motto,Tiësto,70,80,7978695,2.74,0,2023,edm,12,1
Double Fantasy (with Future),The Weeknd,69,93,112957721,4.47,1,2023,r&b pop,2,0
Let It Go,Nck,43,33,2505,2.28,0,2023,Other,1,0
Mangu,Fourtwnty,79,68,3646136,4.35,0,2023,indonesian indie,10,1
Big Boy (Sped Up) - Remix,Xanemusic,0,32,92528,2.4,0,2023,Other,1,0
un x100to,Grupo Frontera,75,83,7470903,3.24,0,2023,cumbia norteña,1,1
Want U Back,NEVE,32,25,19649,2.51,0,2023,Other,1,0
Chemical,Post Malone,74,86,47720209,3.06,1,2023,pop,1,1
Coincidence - Sped Up,Rosse,38,29,29094,2.86,0,2023,Other,2,0
Daylight,David Kushner,17,70,2768544,3.54,0,2023,Other,1,0
90s Better,ConKi,53,61,26106,2.33,0,2023,Other,1,0
Who We Love (feat. Ed Sheeran),Sam Smith,28,81,26272346,2.7,0,2023,soft pop,22,0
Gloria,Sam Smith,23,81,26275803,1.84,0,2023,soft pop,22,0
Heavenly Sent,Sam Smith,32,81,26272346,2.82,0,2023,soft pop,22,0
How Do You Sleep? - Live From The Royal Albert Hall,Sam Smith,28,81,26275803,3.92,0,2023,soft pop,22,0
How To Cry,Sam Smith,27,81,26278854,2.67,0,2023,soft pop,22,0
Hurting Interlude,Sam Smith,0,81,26275803,0.3,0,2023,soft pop,22,0
I'm Not Here To Make Friends,Sam Smith,30,81,26278854,3.82,0,2023,soft pop,22,0
I'm Not The Only One - Live From The Royal Albert Hall,Sam Smith,36,81,26275803,3.91,0,2023,soft pop,22,0
Kissing You,Sam Smith,36,81,26272346,4.92,0,2023,soft pop,22,0
Perfect (feat. Jessie Reyez),Sam Smith,26,81,26275803,3.85,0,2023,soft pop,22,0
Six Shots,Sam Smith,25,81,26278854,2.5,0,2023,soft pop,22,0
Stay With Me - Live From The Royal Albert Hall,Sam Smith,33,81,26272346,4.22,0,2023,soft pop,22,0
Dancing With A Stranger - Live From The Royal Albert Hall,Sam Smith,29,81,26278854,4.17,0,2023,soft pop,22,0
Desperado,Raghav,0,53,158574,4.11,0,2023,desi pop,1,0
Dorothy's Interlude,Sam Smith,0,81,26272346,0.14,0,2023,soft pop,22,0
Gimme (feat. Koffee & Jessie Reyez),Sam Smith,25,81,26272346,2.83,0,2023,soft pop,22,0
Too Good At Goodbyes - Live From The Royal Albert Hall,Sam Smith,30,81,26275803,4.52,0,2023,soft pop,22,0
Unholy (feat. Kim Petras),Sam Smith,31,81,26272346,2.61,0,2023,soft pop,22,0
Unholy (feat. Kim Petras) - Live From The Royal Albert Hall,Sam Smith,29,81,26272346,3.98,0,2023,soft pop,22,0
Lose You,Sam Smith,30,81,26278854,3.17,0,2023,soft pop,22,0
Lose You - Live From The Royal Albert Hall,Sam Smith,27,81,26275803,3.62,0,2023,soft pop,22,0
Love Me More,Sam Smith,29,81,26278854,3.38,0,2023,soft pop,22,0
No God,Sam Smith,27,81,26272346,3.28,0,2023,soft pop,22,0
Never Felt So Alone,,68,0,0,2.66,0,2023,Other,1,0
Behind These Hazel Eyes,Ericovich,30,41,11026,1.93,0,2023,nightcore,1,0
Search & Rescue,Drake,72,95,103067383,4.53,1,2023,rap,1,1
Ghost Town,VIZE,56,60,220555,2.71,0,2023,slap house,1,0
Baby Don't Hurt Me,David Guetta,78,87,27141717,2.33,0,2023,edm,2,1
VOID,Melanie Martinez,53,75,22219090,4.13,0,2023,Other,16,0
WHARF TALK (feat. A$AP Rocky),"Tyler, The Creator",63,86,24420596,3.4,1,2023,Other,24,0
06 Gucci (feat. DaBaby & 21 Savage),Gucci Mane,49,76,5987057,2.98,1,2023,southern hip hop,1,0
4 Morant (Better Luck Next Time),Com Truise,71,54,308503,2.85,0,2023,synthwave,4,1
DOGTOOTH,"Tyler, The Creator",67,86,24440038,2.68,1,2023,Other,24,0
Porsches in Spanish,Larry June,47,65,559539,2.86,1,2023,Other,15,0
When the Starlight's Gone,Nostalgic Feeling,43,30,414,2.43,0,2023,Other,1,0
love me,Ex Habit,62,59,130408,2.97,0,2023,dark r&b,2,0
DOGTOOTH,"Tyler, The Creator",0,86,24451340,2.68,1,2023,Other,1,0
Love Is Beautifully Painful - Ghost Duet Version,Darkrose,0,32,7211,2.75,1,2023,Other,1,0
Let The Light In (feat. Father John Misty),Lana Del Rey,77,88,51798111,4.63,0,2023,alternative pop,16,1
Like Crazy,Jimin,74,79,10844512,3.53,0,2023,k-pop,6,1
Margaret (feat. Bleachers),Lana Del Rey,80,88,51773650,5.66,0,2023,alternative pop,16,1
I Ain’t Worried,NEMESIS,21,27,2422,2.22,0,2023,slap house,1,0
Strangers,The Kinks,18,62,2816087,3.34,0,2023,proto-punk,36,0
Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,67,88,51821190,4.75,1,2023,alternative pop,16,0
Eyes Closed,Ed Sheeran,3,88,122773292,3.24,0,2023,soft pop,1,0
Fast Car,Luke Combs,82,83,13400486,4.42,0,2023,country,18,1
SunKissing,Hailee Steinfeld,50,66,8862622,2.95,0,2023,Other,1,0
2 seater,Montell Fish,56,72,2133043,1.09,1,2023,Other,1,0
BESO,ROSALÍA,75,77,8585717,3.24,0,2023,latin,3,1
Candy Necklace (feat. Jon Batiste),Lana Del Rey,58,88,51773650,5.24,0,2023,alternative pop,16,0
I've Been Drinking More Alcohol for the Past Five Days,JW Velly,0,46,28773,3.07,0,2023,Other,1,0
labour,Paris Paloma,71,66,785952,3.96,1,2023,Other,1,1
LALA,Myke Towers,78,85,21958567,3.29,1,2023,reggaeton,23,1
pirate song,mehro,62,56,409725,3.18,0,2023,Other,12,0
La Bebe - Remix,Yng Lvcas,77,65,445514,3.9,1,2023,reggaeton mexa,2,1
The Machine,Reed Wonder,74,62,99854,3.2,0,2023,dark r&b,1,1
What It Is (Solo Version),Doechii,72,76,3229233,3.16,1,2023,Other,6,1
Crying On The Dancefloor,Sam Feldt,65,65,802580,2.88,0,2023,tropical house,1,0
Eat Your Young,Hozier,53,82,9112977,4.03,0,2023,Other,3,0
Feather,Sabrina Carpenter,81,91,26516295,3.09,1,2023,pop,17,1
Ella Baila Sola,Eslabon Armado,75,75,6442976,2.76,0,2023,corridos tumbados,1,1
Above the Clouds,ConKi,56,61,26095,2.62,0,2023,Other,1,0
Die For You (with Ariana Grande) - Remix,The Weeknd,74,94,112995439,3.88,0,2023,r&b pop,21,1
Flowers,Miley Cyrus,6,81,26558356,3.34,0,2023,country pop,13,0
Miracle (with Ellie Goulding),Calvin Harris,71,84,23078931,3.1,0,2023,edm,1,1
Outta my head,Omido,58,59,72278,2.69,0,2023,dark r&b,2,0
Find Your People,Drew Holcomb & The Neighbors,54,52,178379,3.23,0,2023,christian folk,2,0
Fingers blues,Gary O'Slide,13,30,5446,3.32,0,2023,southern gothic,9,0
"Sex, Drugs, Etc.",Beach Weather,80,65,1005044,3.27,0,2023,Other,11,1
A Place In The Dark,Klaas,31,62,141180,2.65,0,2023,slap house,1,0
"Burn Bridges (with Lute, Cozz, REASON & Arin Ray)",Dreamville,35,61,821037,4.22,1,2023,Other,18,0
Moonlight,Kali Uchis,79,83,9469943,3.12,0,2023,Other,15,1
Last Night,Morgan Wallen,35,88,13999205,2.73,1,2023,country,36,0
Single Player,French The Kid,37,53,203154,2.91,1,2023,uk drill,1,0
You for Me,Sigala,47,64,1581221,2.92,0,2023,Other,11,0
Pretty Girls Walk (with Coi Leray) - Remix,Big Boss Vette,45,51,126108,2.33,1,2023,Other,1,0
Never Let Me Down Again,Jessica Mazin,40,25,20509,3.49,0,2023,Other,66,0
The Last of Us,Gustavo Santaolalla,45,63,394210,1.12,0,2023,soundtrack,66,0
Tattoo,Loreen,80,65,1194065,3.05,0,2023,europop,1,1
TQG,KAROL G,80,87,60358474,3.29,1,2023,reggaeton,17,1
When War Comes,Hurricane on Saturn,0,39,4948,3.58,0,2023,Other,11,0
In Ash,Hurricane on Saturn,42,39,4952,4.27,1,2023,Other,11,0
Cupid - Twin Ver.,FIFTY FIFTY,6,63,1989684,2.9,0,2023,k-pop,3,0
Die For You - Remix,The Weeknd,72,93,112957721,3.88,0,2023,r&b pop,1,1
menace,mazie,5,50,227929,2.09,0,2023,Other,12,0
Moonlight,Kali Uchis,74,83,9469943,3.12,0,2023,Other,1,1
Pollute the Mainstream,Hurricane on Saturn,0,39,4952,3.77,0,2023,Other,11,0
Private Landing (feat. Justin Bieber & Future),Don Toliver,77,85,7465428,3.97,1,2023,Other,16,1
Back for More,Hurricane on Saturn,47,39,4948,3.36,0,2023,Other,11,0
Heaven,Niall Horan,1,70,10237757,3.1,0,2023,Other,1,0
Favorite Song,Toosii,64,63,2342730,3.47,0,2023,Other,1,0
notre dame,Paris Paloma,62,66,786453,4.3,0,2023,Other,1,0
Let It Go,ConKi,53,61,26106,2.8,0,2023,Other,1,0
BANANA SHAKE (SPED UP),HUS,59,44,61487,4.66,0,2023,shibuya-kei,1,0
smells like teen spirit - slowed + reverb,slō,26,61,198190,5.23,0,2023,Other,1,0
Glue Song,beabadoobee,80,78,6529086,2.25,0,2023,bedroom pop,1,1
Where Have You Been,ELECTRA,25,10,187,2.57,0,2023,Other,1,0
Grasslands Vivarium,chuck e. myers 'sea',41,41,2311,4.45,0,2023,Other,34,0
Hog's Head Jig,chuck e. myers 'sea',37,41,2314,1.64,0,2023,Other,34,0
If We Ever Broke Up,Mae Stephens,66,56,192529,2.37,1,2023,Other,1,0
This Is Why,Paramore,62,79,9792848,3.44,0,2023,pop punk,10,0
Lost,Linkin Park,69,88,31785695,3.32,0,2023,nu metal,1,0
Running Out Of Time,Paramore,57,79,9792848,3.2,0,2023,pop punk,10,0
Falling Apart,Besomorph,1,58,146969,2.69,0,2023,slap house,1,0
Forget You (with Gabry Ponte),LUM!X,43,63,224352,2.31,0,2023,slap house,1,0
"Careful (From The Original Motion Picture Magic Mike's Last Dance"")""",Lucky Daye,53,62,881780,3.21,1,2023,Other,1,0
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,72,82,19255400,2.71,1,2023,melodic rap,1,1
Mystery Man,加藤達也,21,39,14699,2.51,0,2023,anime,35,0
NOMAN’S LAND,加藤達也,20,39,14688,2.23,0,2023,anime,35,0
"Love Theme (from Cinema Paradiso"")""",Ennio Morricone,19,65,1324293,3.09,0,2023,soundtrack,1,0
2002,davvn,45,36,32943,3.1,0,2023,Other,1,0
Boy's a Liar,PinkPantheress,44,78,4761364,2.18,0,2023,bedroom pop,2,0
Boy's a liar Pt. 2,PinkPantheress,71,78,4759233,2.18,1,2023,bedroom pop,2,1
Escapism.,RAYE,82,81,2848210,4.53,1,2023,Other,15,1
Genesis (Sped Up) - My Heart Will Never Fell Will Never See,Hiko,0,56,139303,3.84,0,2023,nightcore,1,0
missin something,Zach Templar,0,53,215447,2.43,1,2023,Other,2,0
House Song,Searows,34,59,226311,4.92,0,2023,Other,1,0
Last Night,Morgan Wallen,33,88,13992482,2.73,1,2023,country,3,0
Collide (Sped Up Remix),Justine Skye,63,61,956325,3.68,1,2023,Other,10,0
